time,volume_m3,inflow_m3_per_day,outflow_m3_per_day
1992-12-23T00:00:00,815193108.547607,611323.2,513775.77464788733
1992-12-24T00:00:00,815172607.5718323,497128.32,517629.29577464785
1992-12-25T00:00:00,815069447.6349308,418322.88,521482.8169014084
1992-12-26T00:00:00,814929956.4169027,385845.12,525336.338028169
1992-12-27T00:00:00,814715037.9177477,314271.36,529189.8591549296
1992-12-28T00:00:00,814486105.2574661,304110.72,533043.38028169
1992-12-29T00:00:00,814206498.9160576,257290.56,536896.9014084507
1992-12-30T00:00:00,813891822.7335224,226074.24,540750.4225352113
1992-12-31T00:00:00,813600716.3898604,253497.6,544603.9436619718
1993-01-01T00:00:00,813245881.3250717,193622.4,548457.4647887324
1993-01-02T00:00:00,812872159.1391562,178588.8,552310.985915493
1993-01-03T00:00:00,812481476.552114,165481.92,556164.5070422535
1993-01-04T00:00:00,812081989.723945,160531.2,560018.028169014
1993-01-05T00:00:00,811890804.5746492,372686.4,563871.5492957747
1993-01-06T00:00:00,811516624.1442267,193544.64,567725.0704225352
1993-01-07T00:00:00,811115841.0726774,170795.52,571578.5915492957
1993-01-08T00:00:00,810889585.9200013,349176.96,575432.1126760563
1993-01-09T00:00:00,810978872.1261984,668571.84,579285.633802817
1993-01-10T00:00:00,811046748.3312688,651015.36,583139.1549295774
1993-01-11T00:00:00,811753820.2952125,1294064.64,586992.676056338
1993-01-12T00:00:00,813187507.5380294,2024533.44,590846.1971830986
1993-01-13T00:00:00,813513244.2997196,920436.48,594699.7183098592
1993-01-14T00:00:00,814195069.940283,1280378.88,598553.2394366197
1993-01-15T00:00:00,814955744.1397196,1363080.96,602406.7605633803
1993-01-16T00:00:00,815058309.4580295,708825.6,606260.2816901408
1993-01-17T00:00:00,815268563.6552126,820368.0,610113.8028169014
1993-01-18T00:00:00,815599337.131269,944740.8,613967.323943662
1993-01-19T00:00:00,815852004.9261986,870488.64,617820.8450704225
1993-01-20T00:00:00,816144148.8000014,913818.24,621674.3661971831
1993-01-21T00:00:00,816927018.6726774,1408397.76,625527.8873239437
1993-01-22T00:00:00,818841650.7042267,2544013.44,629381.4084507042
1993-01-23T00:00:00,819267161.3746493,1058745.6,633234.9295774648
1993-01-24T00:00:00,819552064.603945,921991.68,637088.4507042253
1993-01-25T00:00:00,819720457.3521141,809334.72,640941.971830986
1993-01-26T00:00:00,819815444.5791563,739782.72,644795.4929577465
1993-01-27T00:00:00,819740673.0050718,573877.44,648649.014084507
1993-01-28T00:00:00,819550643.7498605,462473.28,652502.5352112676
1993-01-29T00:00:00,819265176.9735225,370889.28,656356.0563380282
1993-01-30T00:00:00,818912283.5560578,307316.16,660209.5774647888
1993-01-31T00:00:00,818547501.4174663,299280.96,664063.0985915493
1993-02-01T00:00:00,818134110.557748,254525.76,667916.6197183098
1993-02-02T00:00:00,817702307.7769029,239967.36,671770.1408450705
1993-02-03T00:00:00,817252075.794931,225391.68,675623.661971831
1993-02-04T00:00:00,816903700.6918324,331102.08,679477.1830985915
1993-02-05T00:00:00,816582049.0276071,361679.04,683330.7042253522
1993-02-06T00:00:00,816170472.1622549,275607.36,687184.2253521127
1993-02-07T00:00:00,815737804.9757761,258370.56,691037.7464788733
1993-02-08T00:00:00,815367267.9481704,324354.24,694891.2676056338
1993-02-09T00:00:00,815338797.079438,670273.92,698744.7887323943
1993-02-10T00:00:00,814955429.4895788,319230.72,702598.309859155
1993-02-11T00:00:00,814518424.6985929,269447.04,706451.8309859155
1993-02-12T00:00:00,814039299.8264803,231180.48,710305.352112676
1993-02-13T00:00:00,813529131.3532408,203990.4,714158.8732394367
1993-02-14T00:00:00,812998313.1988746,187194.24,718012.3943661972
1993-02-15T00:00:00,812606201.5233816,329754.24,721865.9154929578
1993-02-16T00:00:00,812077629.6067618,197147.52,725719.4366197183
1993-02-17T00:00:00,811567806.4090153,219749.76,729572.957746479
1993-02-18T00:00:00,811131760.090142,297380.16,733426.4788732395
1993-02-19T00:00:00,811763626.330142,1369146.24,737280.0
